slug,aroma,acid_or_milk,body,flavor,type_with_milk,clean_text,roast_dark,roast_light,roast_medium,roast_medium_dark,roast_medium_light,roast_very_dark,roast_nan,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,type_with_milk
kona-honomalino-extra-fancy,8.0,8.0,7.0,8.0,0,authorit richer version honomalino kona peaberri nose rounder acid brighter brisker bodi fuller tantal tickl flower fruit remain complic elev dri acidi note classic american breakfast coffe apotheosi brisk bottomless,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kona-honomalino-peaberry,9.0,7.0,5.0,7.0,0,superb aroma rich acidi aliv nut vanilla overton less rang still pleasingli high tone acidi buoyant bright hint flower fruit delic complex breezi kona seem readi lift right gener hibiscu blossom ficu nostalg problem associ coffe languor hawaii afternoon,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
colombian-supremo-popayan,9.0,8.0,7.0,8.0,0,distinct sweet fruiti colombia fruit hover edg ferment palat remain safe lush chocol cherryish side defect divid nose perfectli clean sweet light cocoa like acid nice balanc sweet dri tone bodi medium fullish good coffe drink black cherri pie,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sumatra-decaf,8.0,8.0,6.0,8.0,0,distinct lemoni tone elev profil roundli satisfi rather light bodi sumatra finish live theaftertast long clean alway consid sumatra romant coffe owe complex rich richli light sumatra low key romant prefer isabel allend marquez,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
organic-co2-decaf-peru,8.0,8.0,8.0,8.0,0,coffe reward deliber sweet nut tone glori mani softer latin america coffe run luxuriantli profil aroma finish take distinct chocol cast coffe whose rich read reson heavi will slow absenc caffein help let sweet come,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mocha-java-style-blend,7.0,6.0,6.0,6.0,0,sweet deepli dimens floral note dip toward spice nut aroma lemoni complex deep lemon modul toward dri chocol finish save hint candyish sentiment richli acidi mid note lover excess without sentiment,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tchoupitoulas-blend,7.0,7.0,7.0,7.0,0,splendid high tone soar complex floral tone whisper top profil wine tone fruit fill middl float base underst toasti rich lover optimist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koloa-estate-dark-roast,8.0,8.0,7.0,8.0,0,suav underst dark roast tickl spice chocol heart pungent bite dark roast mute envelop sweet finish rich chocol tone dark roast lover pursuit sweet subleti,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
aged-sumatra,6.0,5.0,7.0,5.0,0,consider emphat complex armeno age sumatra appar owe handl roast hard characterist mani age sumatra recent year envelop soft almost candi like sweet modul dri tobaccoish finish sweet note prevail aftertast give split grade honor split coffe person behalf romant admir sweet complex intrigu behalf purist recogn context except age hard tast surviv center particular age profil would consid defect,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
java-estate,8.0,8.0,6.0,8.0,0,trace twisti pungenc sumatra sulawesi instead nut soften vanilla nose clear assert floral tone acid even hint smoke finish littl dimens sweet coffe would knockout sexi variat classic wash profil latin america tri medium strength filter drip black almost,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-mandheling-13,8.0,7.0,6.0,7.0,0,slight pungenc immedi melt cinnamon tend sweet spice solid though hard heavi profil retain consist charact nose long reson aftertast spice simplifi bit cool highest rate tradit process indonesia pungent sweet indonesia charact combin moder dark roast would seem make coffe particularli agreeabl choic afterdinn press pot brew,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
papua-new-guinea-sigri,7.0,6.0,6.0,6.0,0,unexcept comfort pacif profil pungent sharp round medium bodi hint dri wine like fruit cool low key cleanli complex might make good multi filter drip breakfast coffe find latin american breakfast coffe acidi brisk,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
sumatra-gayo-mountain-2,6.0,6.0,5.0,6.0,0,anoth juxtaposit hard tone pungenc soft sweet although sweet bloom subtl floral note finish aftertast somewher overlap hard sweet addit littl nuanc emerg pleasant spici tickl will put littl hard cup intrigu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
organic-timor-2,8.0,7.0,6.0,7.0,0,clean indonesia profil mean pungenc soft rather oppress hard balanc sweet substanti fresh ingrati straightforward coffe though short nuanc solid frill organ indonesia solid frill organ coffe drinker,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
sumatra-mandheling-12,6.0,6.0,6.0,6.0,0,hard baggi pungenc sweet soft perhap floral sweet work togeth get agreeabl sweet sharp tast suggest chocol sweet subtext prevail pleasantli aftertast anoth hardish sumatra lover hardish sumatra brew strong drink milk sugar,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sulawesi-kalossi-dp,7.0,5.0,6.0,5.0,0,anoth coffe hard tone characterist mani tradit process indonesian coffe precari mellow ingrati sweet combin perhap musti sharp sweet hint chocol particularli finish good choic whose tast indonesia lean toward hard rather soft mine henc lukewarm,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
organic-timor,7.0,5.0,7.0,5.0,0,hard pungenc domin profil rather rich deep throat hard underton dri spice shimmer sweet possibl aggress roast burn sugar imbalanc rich spici hard might round nice ministr milk sugar,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
aged-sumatra-mandh-pawani-2,5.0,5.0,6.0,5.0,0,difficulti decid whether honor inert hard coffe deliber achiev characterist condemn defect find particularli pleasant version age tast domin attribut oppress hard pungenc flatten simplifi profil delic halo almost sublimin sweet lighten either romant suffici enjoy exot appeal age coffe overlook particular age realiti genuin enjoy hard tast coffe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
new-guinea-sigri,6.0,8.0,7.0,8.0,0,underst profoundli complex coffe reward patienc nose restrain roundli rich pungenc balanc pronounc sweet nuanc subtl wine tone finish reson aftertast long sweet clean,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
java-2,8.0,7.0,7.0,7.0,0,power sweet transform indonesia pungenc clear dri chocol tone enliven touch acidi bright chocol tone hint spice finish aftertast palat coffe approach classic java tri chanc,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kenya-aa-green-10,5.4,6.8,6.3,6.8,0,consensu acid kenya pleasantli fruiti sweet nose disturbingli sharp astring aftertast slightli darker roast might help tame sharp us solac struck us round rather richli textur bodi,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-9,7.0,6.9,6.4,6.9,0,pungent full deep throat fruit domin sever panelist call balanc take prais way acid anim profil insid rather scream top nevertheless overal coffe gener limit enthusiasm decent wrote big fruiti note drinkabl harrumph anoth lack true east african charact complain third,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-8,7.0,6.9,6.4,6.9,0,ambival sever panelist admir keni underst richli fruiti sweet judg score remain mildli impress whole packag sweet underton danc nice palat weird disjoint rhythm wrote memor thin lacklust complain anoth pleasant underpow,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-7,7.6,7.4,7.1,7.4,0,bright well matrix acid full bodi complex cluster grace note elev score sampl good balanc flavor excel complex fruit spice tropic wood cedar sweet dark chocol fade cool flavor go flavor went soon miss length develop smoki herbi note touch disson minor opinion overal much admir coffe,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-6,7.5,7.7,7.0,7.7,0,high score rel low wow quotient appar panelist valu coffe rich balanc deepli matrix fruit bodi describ various full heavi thick howev sever panelist felt bit fade restrain past croppish perhap instanc mid season time prejudic result,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-5,7.4,7.4,6.7,7.4,0,person favorit explos flower fruit long chocol tone finish alon count wow scrawl form signific wow quotient given usual restrain disposit although stop short wow regist admir coffe bright nuanc fruit balanc matrix dissent bright lemoni want bodi depth darker roast might go long way toward develop depth,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-4,5.6,6.7,5.9,6.7,0,like coffe display typic strength fine kenya clean bright berri nuanc fruit tremend dimens panelist tast way acid touch astring particularli aftertast eloqu sat fenc good berri flavor juici finish bit astring need balanc darker roast might help achiev balanc soften acid,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-3,7.2,8.1,7.3,8.1,0,kenya attract highest achiev coffe sinc coffe began cup judg comment alon would seem bright vibrant acid power top suspect ultim reason prevail sampl deep echo dimens coffe tickl pleas palat reson like stroke delici hum gong minor report despit high score panelist felt power acid imbalanc overli simplifi profil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green-2,7.2,7.3,7.0,7.3,0,brightli assert sweetli fruiti acid kenya enthusiast love full display cradl richli textur bodi bonu get treasur kenya berri note although sure whether blueberri blackberri strawberri berri berri otherwis splendid kenya touch shallow dimens compar highest rate gaturiri,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-aa-green,5.8,7.1,6.6,7.1,0,panelist acid domin rest profil neutral make sort dimension kenya test tube kenya complain bright acid abl pick thread wrote anoth final citrusi score high acid would like tri darker roast hope depth sweet emerg pleasant underpow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
green-coffee-zimbabwe,4.0,4.2,5.3,4.2,0,coffe provok unenvi list drab adject muddi favorit grassi neutral ashi rubber like panelist label aftertast baggi term describ flat ropey sensat usual indic faulti condit storag whatev origin defect overpow coffe,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
green-coffee-zambia,5.8,5.3,5.7,5.3,0,set palat identifi problem zambia rough harsh acid includ simpli read coffe underdevelop flat woodi puls said tire accord anoth perhap mani half ripe cherri carri sampl perhap lightish roast fail justic coffe us detect smoki tobaccoish note none tart embellish particularli attract,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
organic-sumatra-2,6.0,5.0,7.0,5.0,0,assum classic earthi mutual exclus term classic earthi sumatra round mute full earth tast gentli domin profil appar earth tast come dri coffe directli ground rather tarpaulin usual practic sumatra although earth tone wonder soft overal profil suffer slight bitter organ earthi good word lot folk patch urban jungl,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-mandheling-11,9.0,7.0,6.0,7.0,0,rather refin profil lighter sweeter sumatra clean hint fruit flower usual sumatra pungenc much expans buoyant top profil sumatra reach eleg fall touch short still excel sumatra filter drip brew drink tradit american style moder strong unsweeten black,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-mandheling-10,7.0,6.0,8.0,6.0,0,hot thought hit sumatra jackpot someth close great sumatra pre starbuck day sumatra exot secret share hand profession enthusiast rich burgundi like full gather back edg tongu enough acid set dark tickl echo howev slightli bitter salti aftertast gave away coffe weak becam abundantli clear cool enough hard dampen otherwis splendid profil peopl mind hangov dinner parti,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-mandheling-9,7.0,6.0,6.0,6.0,0,distinct limit strength power smoki carboni center pleas hint dri chocol littl sweet rang howev make bit johnni note though rather exot note good choic prefer conrad proust,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
decaf-sumatra-2,9.0,5.0,5.0,5.0,0,dark roast style develop subdu sweet sweat pungenc attract cedar tone aroma disappoint much flat underpow light bodi littl rang dimens main pleasur gentl unassum bittersweet will give bodi power along caffein mute undoubtedli owe ravag decaffein process roast probabl dark coffe decaffein coffe tricki roast tact roast carbon burn tone,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-mandheling-8,7.0,6.0,6.0,6.0,0,roast domin coffe overlay mouth fill sumatra rich distinct carbon tone result dri pungent full profil power bit astring tast brew doubl strength filter drip french press coffe pleas like add sweeten dairi mellow sharp full,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
decaf-sumatra,7.0,5.0,5.0,5.0,0,anoth decaf ravag sumatra aroma subdu touch carbon roast bit sweet tobacco sumatra much els clean low tone empti go say peopl stuck traffic find front starbuck store want make thing wors consum caffein fact starbuck store look decaf tri anyth menu put dollar,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-5,9.0,5.0,7.0,5.0,0,anoth sumatra intrigu murki mysteri aroma marvel aliv vanilla sweet aromat wood tone settl heavi smoki unreliev lift sweet hint dri chocol turn tobaccoish finish wood smoke tone may interest weight almost salti dryness might make coffe good choic french press dinner accompani rich sweet dessert,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-mandheling-7,7.0,8.0,6.0,8.0,0,solid border classic sumatra profil low tone rich pleasantli pruni distinct pungenc save bitter sweet grow power coffe cool sumatra lover prefer pungent rich free earthi romantic,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-dark-roast,7.0,5.0,7.0,5.0,0,clean profil bit flat sweet lift littl dimens deep opaqu well written salt spring label offer modest serv suggest coffe take cream agre,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sumatra-4,7.0,5.0,7.0,5.0,0,tast darkish roast style earthi sweet invit earth bit hard pun without depth bounc reson tobaccoey salti tickl finish hard say better earthi sumatra better smoki pungent sumatra,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
espresso-di-carlo,8.0,8.0,7.0,8.0,0,clean eleg aroma shimmer vanilla demitass complex excit entir balanc contrast pungent sharp underli caramelli sweet dramat stark carri coffe precari toward rich slightli astring aftertast bloom beauti milk soften without lose author reveal deep dri bittersweet chocol tone superb cappuccino espresso san francisco mode excit straight espresso valu energi subtleti,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
organic-blue-de-brasil-estate,5.0,7.0,9.0,7.0,0,impress tribut tactil dimens tast bodi smooth butteri aliv yet full profil sweet deepli dimens pleasantli spici tickl heart remain rather limit rang aftertast reveal merest hint hard lover quintessenti full sweet,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
euro-espresso-blend,7.0,6.0,7.0,6.0,0,crisp toasti nose demitass heavi though sharp sweet littl nuanc heavi turn smooth milk expand richli even remain auster rather monolith master milk weight rather sharp make good latt blend take tall drink without sweeten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housequake2,6.0,8.0,6.0,8.0,0,distinct orang citru tone exhilaratingli fresh hot turn mildli astring cool bodi round creami lighter straight brazil holiday factor choos overlook puckeri aftertast pleasur citru tone delight subtl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brazil,6.0,6.0,6.0,6.0,0,coffe lack suffici sweet support attract tobacco spice floral note sweet dri process coffe like come sustain contact bean ripe fruit dri profil flatten lack sweet may deriv mani green unrip cherri mix auster soul prefer tobacco tone dryness sweeter ampler bodi brazil,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
espresso,7.0,6.0,6.0,6.0,0,restrain eleg nose demitass sharpli rich lack sweet aftertast distinctli astring master milk nice even dairi quit enough sweet nuanc palat prevail amount milk caff latt nuanc nil sweet often come white spoon syrup dollop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brazil-fva-natural-dry,6.0,5.0,8.0,5.0,0,either aggress roast dri relat defect green coffe deaden promis profil satisfi bodi rich littl sweet nuanc perhap sugar shi palat crave bodi rich without sweet bloom,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
brazilian,7.0,6.0,7.0,6.0,0,dull perhap shadow defect rain interrupt dri shadow otherwis splendidli sweet profil sweet enliven spice chocol almost sneak hard finish never quit make bad need suffer littl way enjoy sweet chocolati brazil,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
brazil-bourbon-santos-2,6.0,4.0,6.0,4.0,0,sharp carboni littl rich sweet aroma bodi seem burn coffe rather aggress roast also tri coffe espresso demitass remain sharp soften sweeten bit milk mistak carbon intens coffe brazil soft probabl make poor candid extrem dark roast,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
brazil-fazenda-vista-alegre-2,3.0,5.0,7.0,5.0,0,hard nasti ferment mar otherwis sweetli rich profil particular vista alegr interest exampl hard brazil coffe cup vista alegr coffe free fault,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
brazil-bourbon-santos,7.0,7.0,8.0,7.0,0,display rich deepli matrix acid reminisc best sumatra although quit sweet roundli ingrati first sip acid sustain power cool henc somewhat higher coffe compar compar sweet bodi slight edgi acid may indic scatter cherri close ferment coffe dri shadow fault present faint strike quibbl fine coffe well roast classicist brazil enough acid encourag purist admir characterist brazil virtu full bodi round spice tone sweet,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
brazil-fancy-bourbon-santos,6.0,7.0,7.0,7.0,0,rich low tone vibrant acid bodi creamili smooth though touch lighter heaviest bodiedbrazil sweet spice tone characterist natur brazil buoyant floral almost yirgacheff like perfum floral tone linger sweetli aftertast altern flower coffe bouquet lover fragrant coffe like ethiopia yirgacheff sidamo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
north-pole-blend,7.0,7.0,7.0,7.0,0,solid american style breakfast profil dri acidi balanc complet close rich everyth front howev limit dimens develop holiday factor brisk honest pancak egg coffe nice red bag valu ad locat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santas-choice,8.0,7.0,8.0,7.0,0,tribut dark roast fruit charact nose deep prune sweet pipe tobacco tone fruit come dri pungent soften sweeten toward finish holiday factor fruit show littl fragranc lift coffe would except pleasant lace winteri dri fruit tone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decaffeinated-christmas-blend,6.0,5.0,6.0,5.0,0,clean direct dark roast profil domin pungenc free carbon danc rather lightli palat spici overton space echo holiday factor make amiabl companion season dessert easi holiday jangl nervou system dark roast light stimul holiday palat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
celebration-caffe-2,6.0,6.0,7.0,6.0,0,anoth holiday coffe distinguish dark roast pungent heart pungenc domin read rich resili complic unusu tast tickl want call cedar publicist might call spice pleasant holiday theme sensat holiday factor agreeabl subdu dinner coffe set nice next heavi dessert,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estate-reserve-typica,7.0,6.0,7.0,6.0,0,comfort low key dark roast pungenc pronounc easi go enough rich satisfi much nuanc sweet echo holiday factor coffe dignifi wine look bag origin world beauti island provok attent gift open time coffe insid hardli distinguish get thrown away,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
holiday-blend-3,8.0,5.0,6.0,5.0,0,compromis coffe dark medium roast pleasantli low key much rang dimens holiday factor might make good compromis coffe post dinner roundup dark roast enthusiast medium roast traditionalist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santas-blend,7.0,4.0,7.0,4.0,0,domin dri unforgiv pungenc center coffe littl resili shimmer touch hard rubberi tast surfac finish assum someth went wrong roast holiday factor let elv drink order north pole blend parti south,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estate-reserve-peaberry-1997,9.0,7.0,7.0,7.0,0,consider dri chocol intrigu behind dark roast pungenc aroma extraordinari light buoyant sweet vanilla chocol note hint nut settl pungenc turn chocol tone pleasantli dri smoki holiday factor buy dri bittersweet chocol complex perhap best coffe dark roast charact,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christmas-blend-2,8.0,5.0,6.0,5.0,0,wonder nose full bittersweet chocol deep vanilla tone disappoint clean dri rather hard pungenc bulli nuanc submiss hint carbon littl sweet holiday factor tast far better starbuck coffe run late giftless offic parti green mermaid loom holiday traffic promis last minut gift potenti pass blend buy pound starbuck often outstand singl origin coffe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reindeer-blend-2,8.0,5.0,7.0,5.0,0,stark pungenc domin sweet rich nose harden uncomfort sharp soften barest hint shadow sweet suggest nut aroma dri fruit bare escap hand roast holiday factor blunt forc coffe might pleas brew coffe strong press pot dous milk sweeten take consort reindeer absenc natur sweet wiggl make poor choic brew drip drink black,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kona-mountain-estate,8.0,8.0,7.0,8.0,0,eleg extraordinari tribut pleasur sensat coffe peopl call acid acid robustli dri yet aliv full fragrant sweet everyth danc ring coffe holiday factor ever holiday gift lover quintessenti american breakfast fuse acidi author suppl sweet way distinguish best kona,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
nicaraguan-segovia-organic,9.0,8.0,5.0,8.0,0,extraordinari aroma power sweet envelop complex tremend dimens almost impress full tone acid soften peach prune reson richli dimens sweet full almost sugari finish complic hint dri chocol tobacco anyon like fine complex latin america style coffe aroma fruit soften bright intrigu dimens make excel drip style morn coffe,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
organic-dominican-republic,7.0,7.0,8.0,7.0,0,aliv dri nuanc surpris pruni fruit crisp chocol sweeten slightli toward finish cool chocol sharpen bit toward tobacco herb long richli dri aftertast cigarish sort coffe dri luxuri touch dessert like nuanc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-pure-organic,7.0,8.0,5.0,8.0,0,complex shifti profil hot explicit vanilla tone hover suggest spice balanc deep tone rather pungent tart cool vanilla sweeten toward caramel spice turn vagu fruiti perhap spice pungenc add famou smoki often attribut guatemala classic coffe baroqu squiggl surpris,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nicaragua-segovia,7.0,6.0,6.0,6.0,0,solid frill latin america acid domin fruit littl nuanc although profil sweeten pleasantli finish round toward caramel perhap chocol prefer straightforward simpli contour latin america profil moder dark california roast style,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
new-guinea-certified-organic,6.0,6.0,7.0,6.0,0,earthi flavor domin profil fortun earth tone pleasingli sweet fresh enough herbi pungenc complic rather distract sweet intensifi toward finish hard sometim sit profil back yard process coffe like bare detect wonder thing certain coffe cigar allow us enjoy refin version odd pervers pleasur public dark roast coffe smell like fresh sweat exampl cigar elegantli hint manur case coffe tast like essenc sweet dirt,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
costa-rica-lomas-al-rio,8.0,7.0,7.0,7.0,0,ingrati open coffe make bring bright gentli live nice balanc sweet dri tone pleasant support reson cool slight almost indistinguish storag relat hard seem shadow sweet peopl prefer thing sweetli happi dryli unsentiment,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
organic-blue-de-brazil-estate,9.0,6.0,7.0,6.0,0,judg aroma alon coffe easili would top rate intens deepli dimens nut tone soar exhilar sweet howev thing quiet quickli heavi low tone acid domin profil complic interest spici smoki note without much lift dimens relish low key spici full good tradit brazil mayb aroma fetishist know,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
organic-sumatran-reserve-2,7.0,6.0,6.0,6.0,0,center profil satisfyingli round full rather opaqu without lift bright lone complic hint pungent pruni fruiti turn slightli hard cool impass profil reveal nuanc fade rather richli aftertast lover full reson sumatra profil will forgo littl reson get full buy sumatra littl short perfect almost sumatra buy give someth back landscap peopl,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
costa-rican-pos-volcano,6.0,6.0,7.0,6.0,0,coffe buri tast roast roastmast credit howev thin carboni super dark roast display pungent heavi flirt bitter soften edg almost sublimin sweet sweet intensifi somewhat finish push pungenc toward chocol never quit get howev muddi coffe drinker brew press pot strong gritti coffe take foggi north coast morn appropri stoic energi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mexico-organic,8.0,7.0,6.0,7.0,0,extraordinari aroma noth dramat may point balanc gentli complex crisp dri tone keep levit sweet ground hint smoke finish sweeten toward chocol aftertast gentli reflect coffe full small undemand exquisit pleasur,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
costa-rica-3,7.0,7.0,6.0,7.0,0,floral fruiti tone domin modul sweet spici finish fruit reassert long aftertast fruiti flirt top lush tast call ferment palat remain fresh pleas side fruit ferment line best seller factor elm citi roaster best sell coffe bit quirki perhap elm citi devot follow find intriguingli differ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
costa-rican-viennese,8.0,7.0,6.0,7.0,0,natur vanilla tone sweet distinguish low key live profil nut spice note complic vanilla sweet aroma finish aftertast vanilla gentli pleasingli domin littl rang dimens vanilla main act best seller factor bill siemer orlean coffe exchang owner say blend use full bodi costa rica medium acid littl sweet good flavor add slightli darker french roast give roast flavor mani local custom look wide use everyday offer coffe shop ice coffe,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vienna-roast,7.0,7.0,5.0,7.0,0,cup sampl mar slight distract hard probabl fault either dri storag green coffe untaint cup gentl chocolati sweet touch perhap flower best seller factor assum tast fault cup sampl typic blend gentli fragrant attract made coffe local best seller,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brazil-fazenda-vista-alegre,6.0,5.0,6.0,5.0,0,cup display mute disturbingli hard tast probabl fault dri clean cup low key sweet pleasant round earthi excel reson dimens best seller factor doubt whether citi bean custom made coffe best seller taint like sampl unfortun except ingrati sweet soft intrigu earthi tone romant stori elev coffe local favorit,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
guatemala-finca-bella-carmona,7.0,8.0,5.0,8.0,0,unusu light bodi high tone guatemala distinguish clean bright acid sweet flower finish hint sweet spice perhap chocol tone fruiti reson flower best seller factor label say coffe display live acid spici overton long chocolatey finish agre assum custom made coffe best seller,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
black-cat-blend,7.0,7.0,6.0,7.0,0,restrain low tone rather full bodi flat fact aliv underst nuanc tobacco tone full dri spice impress could call chocol perhap hint fruit wine round finish aftertast leav balanc memori chocol sweet dri tobacco best seller factor assum commerci success blend anoth indic mani specialti coffe drinker enjoy low key round tone cup blend name seem appropri coffe soft perhap enigmat felt give coffe rousingli high howev ultim seem bit restrain underst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elm-city-house-blend,6.0,6.0,7.0,6.0,0,half cup low tone forc blend hint tast defect call baggi flat ropey tast green coffe acquir fulli cure ship store properli cup free defect display subdu intens power spici edg astring pungenc best seller factor doubt whether elm citi custom enjoy baggi assum defect cup bit anomali low key intens attract,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
